A,10,Gy[9:2],,,,,,,,BY OTP
B,11,Bx[1:0],,By[1:0],,Ax[1:0],,Ay[1:0],,BY OTP
C,12,Bx[9:2],,,,,,,,BY OTP
D,13,By[9:2],,,,,,,,BY OTP
E,14,Ax[9:2],,,,,,,,BY OTP
F,15,Ay[9:2],,,,,,,,BY OTP
EC,STATUS_READ,1,1,1,0,1,1,0,0,
,all,HWRESET,SWRESET,GC_UPDATE,CABC_UPDATE,OUT2IN,OUT2OUT,IN2OUT,OTP_PROG,
ED,STATUS_READ,1,1,1,0,1,1,0,1,
,all,DOFF2ON,DON2OFF,-,-,-,-,-,-,
EE,STATUS_READ,1,1,1,0,1,1,1,0,
1,1,SLPOUT,DISPON,D[0],CABC[1:0],,GC_SEL,,-,
F0,GPO,1,1,1,1,0,0,0,0,
1,1,-,-,-,-,-,-,-,T_OSC_OE,0x00
F1,TEMP_SENSOR,1,1,1,1,0,0,0,1,
1,1,PASSWORD[7:0],,,,,,,,0x00
2,2,TEMP_ST[3:0],,,,TEMP_FRAME[3:0],,,,0x3F
3,3,-,-,L_TH[5:0],,,,,,0x14
4,4,-,-,H_TH[5:0],,,,,,0x30
5,5,-,L_PLUS[2:0],,,-,L_MINUS[2:0],,,0x55
6,6,-,H_PLUS[2:0],,,-,H_MINUS[2:0],,,0x55
7,7,TEMP_FILTER_EN,-,-,-,SAME_NUM[3:0],,,,0x0f
8,8,TEMP_TEST_EN,T_TEMP_SEL[5:0],,,,,,T_TEMP_EN,0x00
9,9,-,-,-,-,-,-,TEMP_TRIM_REN,TEMP_TRIM_IEN,0x00
A,10,-,-,-,TEMP_OUT,TEMP_OUT_3,TEMP_OUT_2,TEMP_OUT_1,TEMP_OUT_0,
B,11,-,TEMP_VOLTAGE_SEL[2:0],,,TEMP_OUT_3_DLY,TEMP_OUT_2_DLY,TEMP_OUT_1_DLY,TEMP_OUT_0_DLY,
F2,TEMP_VOLTAGE,1,1,1,1,0,0,1,0,
1,1,VBTHS1[3:0] ,,,,VBTLS1[3:0] ,,,,0x53
2,2,ECP_DC_DIV1[3:0],,,,-,-,-,-,0x40
3,3,VCOMDC_F1[7:0],,,,,,,,0x4D
4,4,VCOMDC_B1[7:0],,,,,,,,0x4D
5,5,-,-,PVR01[5:0],,,,,,0x00
6,6,-,-,PVR51[5:0],,,,,,0x00
7,7,-,-,NVR01[5:0],,,,,,0x00
8,8,-,-,NVR51[5:0],,,,,,0x00
9,9,-,-,-,-,-,N_NW_HT[2:0],,,0x00
A,10,VBTHS4[3:0] ,,,,VBTLS4[3:0] ,,,,0x53
B,11,ECP_DC_DIV4[3:0],,,,-,-,-,-,0x40
C,12,VCOMDC_F4[7:0],,,,,,,,0x4D
D,13,VCOMDC_B4[7:0],,,,,,,,0x4D
E,14,-,-,PVR04[5:0],,,,,,0x00
F,15,-,-,PVR54[5:0],,,,,,0x00
10,16,-,-,NVR04[5:0],,,,,,0x00
11,17,-,-,NVR54[5:0],,,,,,0x00
12,18,-,-,-,-,-,N_NW_LT[2:0],,,0x00
13,19,-,-,-,-,-,-,-,TEMP_SENSOR_ON,0x00
FC,GETDSI STATU,1,1,1,1,1,1,0,0,
1,1,DSI_RPT_0[7:0],,,,,,,,
2,2,DSI_RPT_1[7:0],,,,,,,,
3,3,DSI_RPT_2[7:0],,,,,,,,
4,4,DSI_RPT_3[7:0],,,,,,,,
FD,SETCNCD/GETCNCD,1,1,1,1,1,1,0,1,
1,1,WR_CMD_CN[7:0],,,,,,,,
FE,SET SPI_RDEN,1,1,1,1,1,1,1,0,
1,1,SPI_RDEN_ADDR[7:0],,,,,,,,0x00
FF,GET SPI_RDEN,1,1,1,1,1,1,1,1,
1,1,,,,,,,,,0x00
2,2,,,,,,,,,
3,3,,,,,,,,,
4,4,,,,,,,,,
5,5,,,,,,,,,
